"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://signomy.xyz/products","text/html; charset=utf-8","200","OK","Indexable","","23caa395c5c621f2184029f1fb5be10d","28","https://signomy.xyz/products","https://signomy.xyz/products"
"https://signomy.xyz/dashboard","text/html; charset=utf-8","200","OK","Indexable","","39c09a2782dc3ba9074aa59cca2e4c3b","29","https://signomy.xyz/dashboard","https://signomy.xyz/dashboard"
"https://signomy.xyz/treasury","text/html; charset=utf-8","200","OK","Indexable","","ca79c2dc3e6caf4da632523e803315ef","28","https://signomy.xyz/treasury","https://signomy.xyz/treasury"
"https://signomy.xyz/vault","text/html; charset=utf-8","200","OK","Indexable","","9dc05302d12506ac6743ade0d14b599d","25","https://signomy.xyz/vault","https://signomy.xyz/vault"
"https://signomy.xyz/campaign","text/html; charset=utf-8","200","OK","Indexable","","a378cfc2d7ff88d83108790f7d23d1a7","28","https://signomy.xyz/campaign","https://signomy.xyz/campaign"
"https://signomy.xyz/leaderboard","text/html; charset=utf-8","200","OK","Indexable","","aec6458a84b294c5174b8291f28a9ad5","31","https://signomy.xyz/leaderboard","https://signomy.xyz/leaderboard"
"https://signomy.xyz/world","text/html; charset=utf-8","200","OK","Indexable","","1516310002df46f19776c169ced8d9f7","25","https://signomy.xyz/world","https://signomy.xyz/world"
"https://signomy.xyz/assets/_nav.js?v=2","application/javascript; charset=utf-8","200","OK","Indexable","","","38","","https://signomy.xyz/assets/_nav.js?v=2"
"https://signomy.xyz/console","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","27","","https://signomy.xyz/console"
"https://signomy.xyz/switchboard","text/html; charset=utf-8","200","OK","Indexable","","d8947c403f21965661e956baceded10e","31","https://signomy.xyz/switchboard","https://signomy.xyz/switchboard"
"https://signomy.xyz/sig-arena","text/html; charset=utf-8","200","OK","Indexable","","3ca596fc8117da8324eeee679ddfcc26","29","https://signomy.xyz/sig-arena","https://signomy.xyz/sig-arena"
"https://signomy.xyz/deploy","text/html; charset=utf-8","200","OK","Indexable","","4adae17bc75b3f84652fceb3c9b8a499","26","https://signomy.xyz/deploy","https://signomy.xyz/deploy"
"https://signomy.xyz/refinery","text/html; charset=utf-8","200","OK","Indexable","","7b02589b04fe2adbbcfd3db804d63f8d","28","https://signomy.xyz/refinery","https://signomy.xyz/refinery"
"https://signomy.xyz/command","text/html; charset=utf-8","200","OK","Indexable","","993e37388ed484d239c4bf6a444cf7aa","27","https://signomy.xyz/command","https://signomy.xyz/command"
"https://signomy.xyz/vault/gov-006","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-006"
"https://signomy.xyz/mission","text/html; charset=utf-8","200","OK","Indexable","","cf4972baf4ea3affe0f4c4886bd5d18c","27","https://signomy.xyz/mission","https://signomy.xyz/mission"
"https://signomy.xyz/vault/gov-002","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-002"
"https://signomy.xyz/vault/gov-003","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-003"
"https://signomy.xyz/admin","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","25","","https://signomy.xyz/admin"
"https://signomy.xyz/vault/gov-004","text/html; charset=utf-8","200","OK","Indexable","","b7b30b5fb9ce4657e8926cfb554d013d","33","","https://signomy.xyz/vault/gov-004"
"https://signomy.xyz/agent","text/html; charset=utf-8","200","OK","Indexable","","ab5541d59318751087cee95e47fe4431","25","https://signomy.xyz/agent","https://signomy.xyz/agent"
"https://signomy.xyz/seeds","text/html; charset=utf-8","200","OK","Indexable","","d1128244cfd690d9bff909b671226baf","25","https://signomy.xyz/seeds","https://signomy.xyz/seeds"
